SNo,Name,ItemId,ItemName,Quantity,Rate,Total,CostCenterId,Date
3201,Restaurant2,6,MUTTON KHANA SET,2,500,1000,1,2018-12-16
3202,Restaurant2,10,VEG. KHANA SET,19,300,5700,1,2018-12-16
3203,Restaurant2,1,BLACK COFFEE,23,50,1150,1,2018-12-17
3204,Restaurant2,2,BLACK TEA,1,30,30,1,2018-12-17
3205,Restaurant2,3,CHICKEN KHANA SET,16,400,6400,1,2018-12-17
3206,Restaurant2,4,MILK TEA,6,50,300,1,2018-12-17
3207,Restaurant2,5,Mineral water,8,30,240,2,2018-12-17
3208,Restaurant2,6,MUTTON KHANA SET,2,500,1000,1,2018-12-17
3209,Restaurant2,9,TUBORG BEER,5,450,2250,2,2018-12-17
3210,Restaurant2,10,VEG. KHANA SET,23,300,6900,1,2018-12-17
3211,Restaurant2,4,MILK TEA,7,50,350,1,2018-12-19
3212,Restaurant2,5,Mineral water,2,30,60,2,2018-12-19
3213,Restaurant2,6,MUTTON KHANA SET,7,500,3500,1,2018-12-19
3214,Restaurant2,4,MILK TEA,5,50,250,1,2018-12-20
3215,Restaurant2,5,Mineral water,3,30,90,2,2018-12-20
3216,Restaurant2,6,MUTTON KHANA SET,4,500,2000,1,2018-12-20
3217,Restaurant2,9,TUBORG BEER,1,450,450,2,2018-12-20
3218,Restaurant2,10,VEG. KHANA SET,1,300,300,1,2018-12-20
3219,Restaurant2,3,CHICKEN KHANA SET,3,400,1200,1,2018-12-21
3220,Restaurant2,4,MILK TEA,7,50,350,1,2018-12-21
3221,Restaurant2,5,Mineral water,3,30,90,2,2018-12-21
3222,Restaurant2,6,MUTTON KHANA SET,4,500,2000,1,2018-12-21
3223,Restaurant2,7,Plain roti,2,40,80,1,2018-12-21
3224,Restaurant2,10,VEG. KHANA SET,3,300,900,1,2018-12-21
3225,Restaurant2,1,BLACK COFFEE,4,50,200,1,2018-12-22
3226,Restaurant2,2,BLACK TEA,8,30,240,1,2018-12-22
3227,Restaurant2,4,MILK TEA,2,50,100,1,2018-12-22
3228,Restaurant2,5,Mineral water,10,30,300,2,2018-12-22
3229,Restaurant2,9,TUBORG BEER,12,450,5400,2,2018-12-22
3230,Restaurant2,10,VEG. KHANA SET,14,300,4200,1,2018-12-22
3231,Restaurant2,4,MILK TEA,4,50,200,1,2018-12-23
3232,Restaurant2,6,MUTTON KHANA SET,1,500,500,1,2018-12-23
3233,Restaurant2,7,Plain roti,6,40,240,1,2018-12-23
3234,Restaurant2,10,VEG. KHANA SET,10,300,3000,1,2018-12-23
3235,Restaurant2,1,BLACK COFFEE,5,50,250,1,2018-12-24
3236,Restaurant2,4,MILK TEA,1,50,50,1,2018-12-24
3237,Restaurant2,5,Mineral water,1,30,30,2,2018-12-24
3238,Restaurant2,9,TUBORG BEER,1,450,450,2,2018-12-24
3239,Restaurant2,1,BLACK COFFEE,3,50,150,1,2018-12-25
3240,Restaurant2,3,CHICKEN KHANA SET,2,400,800,1,2018-12-25
3241,Restaurant2,4,MILK TEA,18,50,900,1,2018-12-25
3242,Restaurant2,5,Mineral water,11,30,330,2,2018-12-25
3243,Restaurant2,10,VEG. KHANA SET,127,300,38100,1,2018-12-25
3244,Restaurant2,10,VEG. KHANA SET,24,300,7200,1,2018-12-26
3245,Restaurant2,2,BLACK TEA,4,30,120,1,2018-12-27
3246,Restaurant2,3,CHICKEN KHANA SET,1,400,400,1,2018-12-27
3247,Restaurant2,4,MILK TEA,6,50,300,1,2018-12-27
3248,Restaurant2,5,Mineral water,1,30,30,2,2018-12-27
3249,Restaurant2,10,VEG. KHANA SET,23,300,6900,1,2018-12-27
3250,Restaurant2,1,BLACK COFFEE,3,50,150,1,2018-12-28
3251,Restaurant2,2,BLACK TEA,4,30,120,1,2018-12-28
3252,Restaurant2,3,CHICKEN KHANA SET,1,400,400,1,2018-12-28
3253,Restaurant2,4,MILK TEA,6,50,300,1,2018-12-28
3254,Restaurant2,7,Plain roti,2,40,80,1,2018-12-28
3255,Restaurant2,9,TUBORG BEER,3,450,1350,2,2018-12-28
3256,Restaurant2,10,VEG. KHANA SET,18,300,5400,1,2018-12-28
3257,Restaurant2,1,BLACK COFFEE,2,50,100,1,2018-12-29
3258,Restaurant2,2,BLACK TEA,10,30,300,1,2018-12-29
3259,Restaurant2,3,CHICKEN KHANA SET,11,400,4400,1,2018-12-29
3260,Restaurant2,5,Mineral water,1,30,30,2,2018-12-29
3261,Restaurant2,9,TUBORG BEER,4,450,1800,2,2018-12-29
3262,Restaurant2,10,VEG. KHANA SET,17,300,5100,1,2018-12-29
3263,Restaurant2,1,BLACK COFFEE,14,50,700,1,2018-12-30
3264,Restaurant2,4,MILK TEA,6,50,300,1,2018-12-30
3265,Restaurant2,5,Mineral water,14,30,420,2,2018-12-30
3266,Restaurant2,6,MUTTON KHANA SET,1,500,500,1,2018-12-30
3267,Restaurant2,9,TUBORG BEER,1,450,450,2,2018-12-30
3268,Restaurant2,10,VEG. KHANA SET,45,300,13500,1,2018-12-30
3269,Restaurant2,2,BLACK TEA,7,30,210,1,2018-12-31
3270,Restaurant2,4,MILK TEA,11,50,550,1,2018-12-31
3271,Restaurant2,6,MUTTON KHANA SET,2,500,1000,1,2018-12-31
3272,Restaurant2,9,TUBORG BEER,3,450,1350,2,2018-12-31
3273,Restaurant2,2,BLACK TEA,5,30,150,1,2019-01-01
3274,Restaurant2,2,BLACK TEA,8,30,240,1,2019-01-02
3275,Restaurant2,4,MILK TEA,6,50,300,1,2019-01-02
3276,Restaurant2,5,Mineral water,21,30,630,2,2019-01-02
3277,Restaurant2,6,MUTTON KHANA SET,48,500,24000,1,2019-01-02
3278,Restaurant2,9,TUBORG BEER,7,450,3150,2,2019-01-02
3279,Restaurant2,10,VEG. KHANA SET,5,300,1500,1,2019-01-02
3280,Restaurant2,2,BLACK TEA,3,30,90,1,2019-01-03
3281,Restaurant2,3,CHICKEN KHANA SET,9,400,3600,1,2019-01-03
3282,Restaurant2,4,MILK TEA,17,50,850,1,2019-01-03
3283,Restaurant2,5,Mineral water,1,30,30,2,2019-01-03
3284,Restaurant2,6,MUTTON KHANA SET,1,500,500,1,2019-01-03
3285,Restaurant2,7,Plain roti,2,40,80,1,2019-01-03
3286,Restaurant2,10,VEG. KHANA SET,27,300,8100,1,2019-01-03
3287,Restaurant2,3,CHICKEN KHANA SET,1,400,400,1,2019-01-04
3288,Restaurant2,3,CHICKEN KHANA SET,30,400,12000,1,2019-01-05
3289,Restaurant2,4,MILK TEA,6,50,300,1,2019-01-05
3290,Restaurant2,5,Mineral water,8,30,240,2,2019-01-05
3291,Restaurant2,6,MUTTON KHANA SET,6,500,3000,1,2019-01-05
3292,Restaurant2,10,VEG. KHANA SET,15,300,4500,1,2019-01-05
3293,Restaurant2,3,CHICKEN KHANA SET,4,400,1600,1,2019-01-06
3294,Restaurant2,5,Mineral water,6,30,180,2,2019-01-06
3295,Restaurant2,10,VEG. KHANA SET,11,300,3300,1,2019-01-06
3296,Restaurant2,1,BLACK COFFEE,4,50,200,1,2019-01-07
3297,Restaurant2,2,BLACK TEA,8,30,240,1,2019-01-07
3298,Restaurant2,3,CHICKEN KHANA SET,8,400,3200,1,2019-01-07
3299,Restaurant2,6,MUTTON KHANA SET,4,500,2000,1,2019-01-07
3300,Restaurant2,7,Plain roti,10,40,400,1,2019-01-07
3301,Restaurant2,10,VEG. KHANA SET,24,250,6000,1,2019-01-07
3302,Restaurant2,10,VEG. KHANA SET,10,300,3000,1,2019-01-07
3303,Restaurant2,3,CHICKEN KHANA SET,4,400,1600,1,2019-01-08
3304,Restaurant2,4,MILK TEA,14,50,700,1,2019-01-08
3305,Restaurant2,5,Mineral water,1,30,30,2,2019-01-08
3306,Restaurant2,10,VEG. KHANA SET,4,300,1200,1,2019-01-08
3307,Restaurant2,1,BLACK COFFEE,7,50,350,1,2019-01-09
3308,Restaurant2,2,BLACK TEA,5,30,150,1,2019-01-09
3309,Restaurant2,3,CHICKEN KHANA SET,6,400,2400,1,2019-01-09
3310,Restaurant2,4,MILK TEA,3,50,150,1,2019-01-09
3311,Restaurant2,5,Mineral water,14,30,420,2,2019-01-09
3312,Restaurant2,7,Plain roti,10,40,400,1,2019-01-09
3313,Restaurant2,9,TUBORG BEER,9,450,4050,2,2019-01-09
3314,Restaurant2,10,VEG. KHANA SET,16,300,4800,1,2019-01-09
3315,Restaurant2,1,BLACK COFFEE,3,50,150,1,2019-01-10
3316,Restaurant2,2,BLACK TEA,13,30,390,1,2019-01-10
3317,Restaurant2,4,MILK TEA,17,50,850,1,2019-01-10
3318,Restaurant2,5,Mineral water,4,30,120,2,2019-01-10
3319,Restaurant2,10,VEG. KHANA SET,15,300,4500,1,2019-01-10
3320,Restaurant2,2,BLACK TEA,3,30,90,1,2019-01-11
3321,Restaurant2,3,CHICKEN KHANA SET,3,400,1200,1,2019-01-11
3322,Restaurant2,4,MILK TEA,17,50,850,1,2019-01-11
3323,Restaurant2,5,Mineral water,1,30,30,2,2019-01-11
3324,Restaurant2,10,VEG. KHANA SET,6,300,1800,1,2019-01-11
3325,Restaurant2,4,MILK TEA,16,50,800,1,2019-01-12
3326,Restaurant2,5,Mineral water,10,30,300,2,2019-01-12
3327,Restaurant2,10,VEG. KHANA SET,27,300,8100,1,2019-01-12
3328,Restaurant2,2,BLACK TEA,2,30,60,1,2019-01-13
3329,Restaurant2,3,CHICKEN KHANA SET,13,400,5200,1,2019-01-13
3330,Restaurant2,4,MILK TEA,22,50,1100,1,2019-01-13
3331,Restaurant2,5,Mineral water,4,30,120,2,2019-01-13
3332,Restaurant2,9,TUBORG BEER,3,450,1350,2,2019-01-13
3333,Restaurant2,10,VEG. KHANA SET,23,300,6900,1,2019-01-13
3334,Restaurant2,4,MILK TEA,32,50,1600,1,2019-01-14
3335,Restaurant2,5,Mineral water,1,30,30,2,2019-01-14
3336,Restaurant2,6,MUTTON KHANA SET,4,500,2000,1,2019-01-14
3337,Restaurant2,7,Plain roti,3,40,120,1,2019-01-14
3338,Restaurant2,9,TUBORG BEER,2,450,900,2,2019-01-14
3339,Restaurant2,10,VEG. KHANA SET,15,300,4500,1,2019-01-14
3340,Restaurant2,2,BLACK TEA,5,30,150,1,2019-01-15
3341,Restaurant2,3,CHICKEN KHANA SET,5,400,2000,1,2019-01-15
3342,Restaurant2,4,MILK TEA,14,50,700,1,2019-01-15
3343,Restaurant2,5,Mineral water,1,30,30,2,2019-01-15
3344,Restaurant2,6,MUTTON KHANA SET,4,500,2000,1,2019-01-15
3345,Restaurant2,9,TUBORG BEER,5,450,2250,2,2019-01-15
3346,Restaurant2,2,BLACK TEA,3,30,90,1,2019-01-16
3347,Restaurant2,3,CHICKEN KHANA SET,11,400,4400,1,2019-01-16
3348,Restaurant2,4,MILK TEA,50,50,2500,1,2019-01-16
3349,Restaurant2,5,Mineral water,35,30,1050,2,2019-01-16
3350,Restaurant2,6,MUTTON KHANA SET,23,500,11500,1,2019-01-16
3351,Restaurant2,7,Plain roti,1,40,40,1,2019-01-16
3352,Restaurant2,10,VEG. KHANA SET,51,300,15300,1,2019-01-16
3353,Restaurant2,2,BLACK TEA,2,30,60,1,2019-01-17
3354,Restaurant2,3,CHICKEN KHANA SET,29,400,11600,1,2019-01-17
3355,Restaurant2,4,MILK TEA,7,50,350,1,2019-01-17
3356,Restaurant2,5,Mineral water,1,30,30,2,2019-01-17
3357,Restaurant2,6,MUTTON KHANA SET,2,500,1000,1,2019-01-17
3358,Restaurant2,7,Plain roti,1,40,40,1,2019-01-17
3359,Restaurant2,9,TUBORG BEER,1,450,450,2,2019-01-17
3360,Restaurant2,10,VEG. KHANA SET,18,300,5400,1,2019-01-17
3361,Restaurant2,10,VEG. KHANA SET,7,300,2100,1,2019-01-18
3362,Restaurant2,1,BLACK COFFEE,11,50,550,1,2019-01-19
3363,Restaurant2,2,BLACK TEA,1,30,30,1,2019-01-19
3364,Restaurant2,3,CHICKEN KHANA SET,4,400,1600,1,2019-01-19
3365,Restaurant2,5,Mineral water,9,30,270,2,2019-01-19
3366,Restaurant2,6,MUTTON KHANA SET,5,500,2500,1,2019-01-19
3367,Restaurant2,9,TUBORG BEER,5,450,2250,2,2019-01-19
3368,Restaurant2,10,VEG. KHANA SET,34,300,10200,1,2019-01-19
3369,Restaurant2,1,BLACK COFFEE,4,50,200,1,2019-01-20
3370,Restaurant2,2,BLACK TEA,2,30,60,1,2019-01-20
3371,Restaurant2,3,CHICKEN KHANA SET,10,400,4000,1,2019-01-20
3372,Restaurant2,4,MILK TEA,6,50,300,1,2019-01-20
3373,Restaurant2,5,Mineral water,1,30,30,2,2019-01-20
3374,Restaurant2,10,VEG. KHANA SET,4,300,1200,1,2019-01-20
3375,Restaurant2,1,BLACK COFFEE,7,50,350,1,2019-01-21
3376,Restaurant2,3,CHICKEN KHANA SET,16,400,6400,1,2019-01-21
3377,Restaurant2,5,Mineral water,7,30,210,2,2019-01-21
3378,Restaurant2,9,TUBORG BEER,9,450,4050,2,2019-01-21
3379,Restaurant2,10,VEG. KHANA SET,1,300,300,1,2019-01-21
3380,Restaurant2,2,BLACK TEA,1,30,30,1,2019-01-22
3381,Restaurant2,4,MILK TEA,22,50,1100,1,2019-01-22
3382,Restaurant2,5,Mineral water,2,30,60,2,2019-01-22
3383,Restaurant2,10,VEG. KHANA SET,4,300,1200,1,2019-01-22
3384,Restaurant2,2,BLACK TEA,1,30,30,1,2019-01-23
3385,Restaurant2,3,CHICKEN KHANA SET,1,400,400,1,2019-01-23
3386,Restaurant2,4,MILK TEA,2,50,100,1,2019-01-23
3387,Restaurant2,5,Mineral water,2,30,60,2,2019-01-23
3388,Restaurant2,9,TUBORG BEER,2,450,900,2,2019-01-23
3389,Restaurant2,10,VEG. KHANA SET,6,300,1800,1,2019-01-23
3390,Restaurant2,3,CHICKEN KHANA SET,9,400,3600,1,2019-01-24
3391,Restaurant2,4,MILK TEA,20,50,1000,1,2019-01-24
3392,Restaurant2,5,Mineral water,8,30,240,2,2019-01-24
3393,Restaurant2,6,MUTTON KHANA SET,7,500,3500,1,2019-01-24
3394,Restaurant2,10,VEG. KHANA SET,4,300,1200,1,2019-01-24
3395,Restaurant2,1,BLACK COFFEE,9,50,450,1,2019-01-25
3396,Restaurant2,5,Mineral water,2,30,60,2,2019-01-25
3397,Restaurant2,6,MUTTON KHANA SET,3,500,1500,1,2019-01-25
3398,Restaurant2,9,TUBORG BEER,1,450,450,2,2019-01-25
3399,Restaurant2,10,VEG. KHANA SET,2,300,600,1,2019-01-25
3400,Restaurant2,2,BLACK TEA,36,30,1080,1,2019-01-26
3401,Restaurant2,3,CHICKEN KHANA SET,38,400,15200,1,2019-01-26
3402,Restaurant2,4,MILK TEA,6,50,300,1,2019-01-26
3403,Restaurant2,5,Mineral water,5,30,150,2,2019-01-26
3404,Restaurant2,6,MUTTON KHANA SET,4,500,2000,1,2019-01-26
3405,Restaurant2,10,VEG. KHANA SET,7,300,2100,1,2019-01-26
3406,Restaurant2,1,BLACK COFFEE,1,50,50,1,2019-01-27
3407,Restaurant2,3,CHICKEN KHANA SET,1,400,400,1,2019-01-27
3408,Restaurant2,4,MILK TEA,4,50,200,1,2019-01-27
3409,Restaurant2,6,MUTTON KHANA SET,2,500,1000,1,2019-01-27
3410,Restaurant2,9,TUBORG BEER,1,450,450,2,2019-01-27
3411,Restaurant2,2,BLACK TEA,7,30,210,1,2019-01-28
3412,Restaurant2,3,CHICKEN KHANA SET,2,400,800,1,2019-01-28
3413,Restaurant2,4,MILK TEA,12,50,600,1,2019-01-28
3414,Restaurant2,5,Mineral water,4,30,120,2,2019-01-28
3415,Restaurant2,9,TUBORG BEER,9,450,4050,2,2019-01-28
3416,Restaurant2,10,VEG. KHANA SET,11,300,3300,1,2019-01-28
3417,Restaurant2,1,BLACK COFFEE,1,50,50,1,2019-01-29
3418,Restaurant2,3,CHICKEN KHANA SET,3,400,1200,1,2019-01-29
3419,Restaurant2,4,MILK TEA,7,50,350,1,2019-01-29
3420,Restaurant2,5,Mineral water,25,30,750,2,2019-01-29
3421,Restaurant2,6,MUTTON KHANA SET,14,500,7000,1,2019-01-29
3422,Restaurant2,7,Plain roti,10,40,400,1,2019-01-29
3423,Restaurant2,9,TUBORG BEER,3,450,1350,2,2019-01-29
3424,Restaurant2,10,VEG. KHANA SET,6,300,1800,1,2019-01-29
3425,Restaurant2,1,BLACK COFFEE,3,50,150,1,2019-01-30
3426,Restaurant2,3,CHICKEN KHANA SET,2,400,800,1,2019-01-30
3427,Restaurant2,4,MILK TEA,2,50,100,1,2019-01-30
3428,Restaurant2,5,Mineral water,8,30,240,2,2019-01-30
3429,Restaurant2,6,MUTTON KHANA SET,9,500,4500,1,2019-01-30
3430,Restaurant2,9,TUBORG BEER,2,450,900,2,2019-01-30
3431,Restaurant2,10,VEG. KHANA SET,4,300,1200,1,2019-01-30
3432,Restaurant2,1,BLACK COFFEE,6,50,300,1,2019-01-31
3433,Restaurant2,2,BLACK TEA,8,30,240,1,2019-01-31
3434,Restaurant2,3,CHICKEN KHANA SET,7,400,2800,1,2019-01-31
3435,Restaurant2,4,MILK TEA,21,50,1050,1,2019-01-31
3436,Restaurant2,5,Mineral water,25,30,750,2,2019-01-31
3437,Restaurant2,6,MUTTON KHANA SET,12,500,6000,1,2019-01-31
3438,Restaurant2,9,TUBORG BEER,1,450,450,2,2019-01-31
3439,Restaurant2,10,VEG. KHANA SET,39,300,11700,1,2019-01-31
3440,Restaurant2,1,BLACK COFFEE,3,50,150,1,2019-02-01
3441,Restaurant2,2,BLACK TEA,6,30,180,1,2019-02-01
3442,Restaurant2,3,CHICKEN KHANA SET,7,400,2800,1,2019-02-01
3443,Restaurant2,5,Mineral water,2,30,60,2,2019-02-01
3444,Restaurant2,6,MUTTON KHANA SET,1,500,500,1,2019-02-01
3445,Restaurant2,10,VEG. KHANA SET,2,300,600,1,2019-02-01
3446,Restaurant2,3,CHICKEN KHANA SET,15,400,6000,1,2019-02-02
3447,Restaurant2,4,MILK TEA,2,50,100,1,2019-02-02
3448,Restaurant2,5,Mineral water,6,30,180,2,2019-02-02
3449,Restaurant2,10,VEG. KHANA SET,39,300,11700,1,2019-02-02
3450,Restaurant2,1,BLACK COFFEE,1,50,50,1,2019-02-03
3451,Restaurant2,3,CHICKEN KHANA SET,4,400,1600,1,2019-02-03
3452,Restaurant2,4,MILK TEA,14,50,700,1,2019-02-03
3453,Restaurant2,5,Mineral water,5,30,150,2,2019-02-03
3454,Restaurant2,9,TUBORG BEER,2,450,900,2,2019-02-03
3455,Restaurant2,10,VEG. KHANA SET,16,300,4800,1,2019-02-03
3456,Restaurant2,2,BLACK TEA,3,30,90,1,2019-02-04
3457,Restaurant2,4,MILK TEA,7,50,350,1,2019-02-04
3458,Restaurant2,5,Mineral water,5,30,150,2,2019-02-04
3459,Restaurant2,7,Plain roti,7,40,280,1,2019-02-04
3460,Restaurant2,9,TUBORG BEER,6,450,2700,2,2019-02-04
3461,Restaurant2,10,VEG. KHANA SET,18,300,5400,1,2019-02-04
3462,Restaurant2,1,BLACK COFFEE,1,50,50,1,2019-02-05
3463,Restaurant2,2,BLACK TEA,3,30,90,1,2019-02-05
3464,Restaurant2,4,MILK TEA,2,50,100,1,2019-02-05
3465,Restaurant2,5,Mineral water,2,30,60,2,2019-02-05
3466,Restaurant2,9,TUBORG BEER,1,450,450,2,2019-02-05
3467,Restaurant2,10,VEG. KHANA SET,16,300,4800,1,2019-02-05
3468,Restaurant2,2,BLACK TEA,10,30,300,1,2019-02-06
3469,Restaurant2,4,MILK TEA,17,50,850,1,2019-02-06
3470,Restaurant2,5,Mineral water,3,30,90,2,2019-02-06
3471,Restaurant2,6,MUTTON KHANA SET,4,500,2000,1,2019-02-06
3472,Restaurant2,9,TUBORG BEER,1,450,450,2,2019-02-06
3473,Restaurant2,10,VEG. KHANA SET,12,300,3600,1,2019-02-06
3474,Restaurant2,1,BLACK COFFEE,2,50,100,1,2019-02-07
3475,Restaurant2,2,BLACK TEA,6,30,180,1,2019-02-07
3476,Restaurant2,3,CHICKEN KHANA SET,14,400,5600,1,2019-02-07
3477,Restaurant2,4,MILK TEA,23,50,1150,1,2019-02-07
3478,Restaurant2,5,Mineral water,12,30,360,2,2019-02-07
3479,Restaurant2,6,MUTTON KHANA SET,3,500,1500,1,2019-02-07
3480,Restaurant2,7,Plain roti,30,40,1200,1,2019-02-07
3481,Restaurant2,9,TUBORG BEER,2,450,900,2,2019-02-07
3482,Restaurant2,10,VEG. KHANA SET,18,300,5400,1,2019-02-07
3483,Restaurant2,1,BLACK COFFEE,2,50,100,1,2019-02-08
3484,Restaurant2,2,BLACK TEA,5,30,150,1,2019-02-08
3485,Restaurant2,3,CHICKEN KHANA SET,1,400,400,1,2019-02-08
3486,Restaurant2,4,MILK TEA,34,50,1700,1,2019-02-08
3487,Restaurant2,5,Mineral water,7,30,210,2,2019-02-08
3488,Restaurant2,7,Plain roti,12,40,480,1,2019-02-08
3489,Restaurant2,9,TUBORG BEER,2,450,900,2,2019-02-08
3490,Restaurant2,10,VEG. KHANA SET,5,300,1500,1,2019-02-08
3491,Restaurant2,1,BLACK COFFEE,1,50,50,1,2019-02-09
3492,Restaurant2,2,BLACK TEA,6,30,180,1,2019-02-09
3493,Restaurant2,3,CHICKEN KHANA SET,4,400,1600,1,2019-02-09
3494,Restaurant2,4,MILK TEA,7,50,350,1,2019-02-09
3495,Restaurant2,5,Mineral water,2,30,60,2,2019-02-09
3496,Restaurant2,6,MUTTON KHANA SET,2,500,1000,1,2019-02-09
3497,Restaurant2,10,VEG. KHANA SET,36,300,10800,1,2019-02-09
3498,Restaurant2,3,CHICKEN KHANA SET,5,400,2000,1,2019-02-10
3499,Restaurant2,4,MILK TEA,19,50,950,1,2019-02-10
3500,Restaurant2,9,TUBORG BEER,3,450,1350,2,2019-02-10
3501,Restaurant2,1,BLACK COFFEE,5,50,250,1,2019-02-11
3502,Restaurant2,2,BLACK TEA,3,30,90,1,2019-02-11
3503,Restaurant2,3,CHICKEN KHANA SET,4,400,1600,1,2019-02-11
3504,Restaurant2,4,MILK TEA,27,50,1350,1,2019-02-11
3505,Restaurant2,5,Mineral water,6,30,180,2,2019-02-11
3506,Restaurant2,6,MUTTON KHANA SET,5,500,2500,1,2019-02-11
3507,Restaurant2,9,TUBORG BEER,3,450,1350,2,2019-02-11
3508,Restaurant2,10,VEG. KHANA SET,61,300,18300,1,2019-02-11
3509,Restaurant2,5,Mineral water,1,30,30,2,2019-02-12
3510,Restaurant2,6,MUTTON KHANA SET,2,500,1000,1,2019-02-12
3511,Restaurant2,9,TUBORG BEER,4,450,1800,2,2019-02-12
3512,Restaurant2,10,VEG. KHANA SET,2,300,600,1,2019-02-12
3513,Restaurant2,1,BLACK COFFEE,8,50,400,1,2019-02-13
3514,Restaurant2,4,MILK TEA,1,50,50,1,2019-02-13
3515,Restaurant2,5,Mineral water,21,30,630,2,2019-02-13
3516,Restaurant2,6,MUTTON KHANA SET,3,500,1500,1,2019-02-13
3517,Restaurant2,10,VEG. KHANA SET,4,300,1200,1,2019-02-13
3518,Restaurant2,1,BLACK COFFEE,3,50,150,1,2019-02-14
3519,Restaurant2,2,BLACK TEA,2,30,60,1,2019-02-14
3520,Restaurant2,3,CHICKEN KHANA SET,2,400,800,1,2019-02-14
3521,Restaurant2,4,MILK TEA,1,50,50,1,2019-02-14
3522,Restaurant2,10,VEG. KHANA SET,1,300,300,1,2019-02-14
3523,Restaurant2,1,BLACK COFFEE,2,50,100,1,2019-02-15
3524,Restaurant2,3,CHICKEN KHANA SET,2,400,800,1,2019-02-15
3525,Restaurant2,4,MILK TEA,10,50,500,1,2019-02-15
3526,Restaurant2,5,Mineral water,5,30,150,2,2019-02-15
3527,Restaurant2,6,MUTTON KHANA SET,2,500,1000,1,2019-02-15
3528,Restaurant2,7,Plain roti,5,40,200,1,2019-02-15
3529,Restaurant2,10,VEG. KHANA SET,12,300,3600,1,2019-02-15
3530,Restaurant2,1,BLACK COFFEE,1,50,50,1,2019-02-16
3531,Restaurant2,2,BLACK TEA,5,30,150,1,2019-02-16
3532,Restaurant2,4,MILK TEA,2,50,100,1,2019-02-16
3533,Restaurant2,5,Mineral water,3,30,90,2,2019-02-16
3534,Restaurant2,7,Plain roti,15,40,600,1,2019-02-16
3535,Restaurant2,9,TUBORG BEER,9,450,4050,2,2019-02-16
3536,Restaurant2,10,VEG. KHANA SET,4,300,1200,1,2019-02-16
3537,Restaurant2,1,BLACK COFFEE,10,50,500,1,2019-02-17
3538,Restaurant2,3,CHICKEN KHANA SET,3,400,1200,1,2019-02-17
3539,Restaurant2,4,MILK TEA,3,50,150,1,2019-02-17
3540,Restaurant2,5,Mineral water,7,30,210,2,2019-02-17
3541,Restaurant2,6,MUTTON KHANA SET,1,500,500,1,2019-02-17
3542,Restaurant2,1,BLACK COFFEE,31,50,1550,1,2019-02-18
3543,Restaurant2,2,BLACK TEA,6,30,180,1,2019-02-18
3544,Restaurant2,3,CHICKEN KHANA SET,7,400,2800,1,2019-02-18
3545,Restaurant2,4,MILK TEA,1,50,50,1,2019-02-18
3546,Restaurant2,5,Mineral water,8,30,240,2,2019-02-18
3547,Restaurant2,6,MUTTON KHANA SET,4,500,2000,1,2019-02-18
3548,Restaurant2,9,TUBORG BEER,1,450,450,2,2019-02-18
3549,Restaurant2,10,VEG. KHANA SET,5,300,1500,1,2019-02-18
3550,Restaurant2,1,BLACK COFFEE,2,50,100,1,2019-02-19
3551,Restaurant2,2,BLACK TEA,5,30,150,1,2019-02-19
3552,Restaurant2,3,CHICKEN KHANA SET,4,400,1600,1,2019-02-19
3553,Restaurant2,5,Mineral water,5,30,150,2,2019-02-19
3554,Restaurant2,9,TUBORG BEER,17,450,7650,2,2019-02-19
3555,Restaurant2,10,VEG. KHANA SET,4,300,1200,1,2019-02-19
3556,Restaurant2,1,BLACK COFFEE,6,50,300,1,2019-02-20
3557,Restaurant2,2,BLACK TEA,7,30,210,1,2019-02-20
3558,Restaurant2,4,MILK TEA,6,50,300,1,2019-02-20
3559,Restaurant2,5,Mineral water,1,30,30,2,2019-02-20
3560,Restaurant2,6,MUTTON KHANA SET,1,500,500,1,2019-02-20
3561,Restaurant2,7,Plain roti,41,40,1640,1,2019-02-20
3562,Restaurant2,9,TUBORG BEER,27,450,12150,2,2019-02-20
3563,Restaurant2,10,VEG. KHANA SET,20,300,6000,1,2019-02-20
3564,Restaurant2,1,BLACK COFFEE,39,50,1950,1,2019-02-21
3565,Restaurant2,2,BLACK TEA,24,30,720,1,2019-02-21
3566,Restaurant2,3,CHICKEN KHANA SET,1,400,400,1,2019-02-21
3567,Restaurant2,4,MILK TEA,10,50,500,1,2019-02-21
3568,Restaurant2,5,Mineral water,122,30,3660,2,2019-02-21
3569,Restaurant2,6,MUTTON KHANA SET,7,500,3500,1,2019-02-21
3570,Restaurant2,7,Plain roti,10,40,400,1,2019-02-21
3571,Restaurant2,9,TUBORG BEER,15,450,6750,2,2019-02-21
3572,Restaurant2,10,VEG. KHANA SET,6,300,1800,1,2019-02-21
3573,Restaurant2,2,BLACK TEA,1,30,30,1,2019-02-22
3574,Restaurant2,3,CHICKEN KHANA SET,2,400,800,1,2019-02-22
3575,Restaurant2,4,MILK TEA,5,50,250,1,2019-02-22
3576,Restaurant2,5,Mineral water,9,30,270,2,2019-02-22
3577,Restaurant2,6,MUTTON KHANA SET,1,500,500,1,2019-02-22
3578,Restaurant2,9,TUBORG BEER,1,450,450,2,2019-02-22
3579,Restaurant2,1,BLACK COFFEE,1,50,50,1,2019-02-23
3580,Restaurant2,2,BLACK TEA,4,30,120,1,2019-02-23
3581,Restaurant2,3,CHICKEN KHANA SET,4,400,1600,1,2019-02-23
